id,nombre,es_default,altura,peso,experiencia_base,tipos,habilidades,habilidades_ocultas,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_movimientos,movimientos,descripcion,es_legendario,es_mitico,tasa_captura,felicidad_base,habitat,generacion,cadena_evolucion_url,sprite_frente,sprite_shiny,fecha_extraccion
36,clefable,True,13,400,217,fairy,"cute-charm, magic-guard, unaware",unaware,95,70,73,95,90,60,163,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, sing, flamethrower, water-gun, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, night-shade, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, swift, skull-bash, amnesia, soft-boiled, dream-eater, flash, psywave, splash, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, dynamic-punch, baton-pass, encore, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, uproar, facade, focus-punch, follow-me, helping-hand, trick, role-play, wish, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, hyper-voice, meteor-mash, fake-tears, tickle, cosmic-power, signal-beam, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, healing-wish, natural-gift, fling, copycat, last-resort, drain-punch, focus-blast, giga-impact, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, heal-pulse, incinerate, retaliate, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, fairy-wind, moonblast, confide, mystical-fire, dazzling-gleam, baby-doll-eyes, power-up-punch, spotlight, laser-focus, life-dew, meteor-beam, misty-explosion, dual-wingbeat, tera-blast, chilling-water, alluring-voice",Su oído es tan agudo que puede oír una aguja caer a 1 km. Vive en montañas solitarias.,False,False,25,140,mountain,generation-i,https://pokeapi.co/api/v2/evolution-chain/14/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/36.png,2026-02-19T13:57:31.523632
37,vulpix,True,6,99,60,fire,"flash-fire, drought",drought,38,41,40,50,65,65,88,"headbutt, tackle, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, fire-spin, dig, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, flame-wheel, snore, curse, flail, spite, protect, feint-attack, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, baton-pass, encore, iron-tail, hidden-power, sunny-day, psych-up, heat-wave, will-o-wisp, memento, facade, helping-hand, role-play, imprison, grudge, secret-power, weather-ball, overheat, extrasensory, howl, covet, healing-wish, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, nasty-plot, zen-headbutt, captivate, ominous-wind, flame-burst, flame-charge, foul-play, round, hex, incinerate, inferno, tail-slap, snarl, confide, mystical-fire, baby-doll-eyes, burning-jealousy, tera-blast","Cuando nace solo tiene una cola, pero a medida que crece, esta se va dividiendo desde la punta.",False,False,190,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/15/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/37.png,2026-02-19T13:57:32.116429
38,ninetales,True,11,199,177,fire,"flash-fire, drought",drought,73,76,75,81,100,100,98,"headbutt, tackle, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, hyper-beam, solar-beam, fire-spin, dig, toxic, hypnosis, agility, quick-attack, rage, night-shade, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, dream-eater, rest, substitute, flame-wheel, snore, curse, flail, spite, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, baton-pass, encore, iron-tail, hidden-power, sunny-day, psych-up, shadow-ball, heat-wave, will-o-wisp, memento, facade, helping-hand, role-play, imprison, grudge, secret-power, weather-ball, fake-tears, overheat, extrasensory, howl, covet, calm-mind, healing-wish, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, ominous-wind, psyshock, flame-charge, foul-play, round, stored-power, hex, incinerate, inferno, tail-slap, snarl, confide, mystical-fire, baby-doll-eyes, laser-focus, burning-jealousy, scorching-sands, tera-blast",Tiene nueve colas y un pelaje de color dorado. Dicen que este Pokémon llega a vivir 1000 años.,False,False,75,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/15/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/38.png,2026-02-19T13:57:32.761011
39,jigglypuff,True,5,55,95,"normal, fairy","cute-charm, competitive, friend-guard",friend-guard,115,45,20,45,25,20,148,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, screech, double-team, defense-curl, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, stockpile, spit-up, swallow, facade, focus-punch, taunt, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, snatch, secret-power, hyper-voice, fake-tears, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, wake-up-slap, gyro-ball, natural-gift, fling, copycat, last-resort, dark-pulse, drain-punch, energy-ball, nasty-plot, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, psyshock, telekinesis, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, confide, dazzling-gleam, power-up-punch, body-press, steel-roller, misty-explosion, tera-blast, ice-spinner, trailblaze, chilling-water, alluring-voice, psychic-noise",Cautiva con la mirada a su enemigo y hace que se quede profundamente dormido mientras entona una dulce melodía.,False,False,170,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/16/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/39.png,2026-02-19T13:57:33.369810
40,wigglytuff,True,10,120,196,"normal, fairy","cute-charm, competitive, frisk",frisk,140,70,45,85,50,45,153,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, screech, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, stockpile, spit-up, swallow, facade, focus-punch, taunt, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, snatch, secret-power, hyper-voice, fake-tears, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, gyro-ball, natural-gift, fling, copycat, last-resort, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, psyshock, telekinesis, magic-room, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, power-up-punch, laser-focus, body-press, expanding-force, steel-roller, misty-explosion, tera-blast, ice-spinner, trailblaze, chilling-water, alluring-voice, psychic-noise","Su piel es tan suave que si dos de ellos se acurrucan juntos, no querrán separarse nunca.",False,False,50,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/16/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/40.png,2026-02-19T13:57:33.966529
41,zubat,True,8,75,49,"poison, flying","inner-focus, infiltrator",infiltrator,40,45,35,30,40,55,83,"razor-wind, gust, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, supersonic, absorb, mega-drain, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, feint-attack, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, pursuit, hidden-power, twister, rain-dance, sunny-day, crunch, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, nasty-plot, zen-headbutt, defog, cross-poison, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide, venom-drench, dual-wingbeat","Aunque carezca de ojos, puede detectar obstáculos con las ondas ultrasónicas que emite su boca.",False,False,255,70,cave,generation-i,https://pokeapi.co/api/v2/evolution-chain/17/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/41.png,2026-02-19T13:57:34.688894
42,golbat,True,16,550,159,"poison, flying","inner-focus, infiltrator",infiltrator,75,80,70,65,75,90,84,"razor-wind, gust, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, supersonic, hyper-beam, absorb, mega-drain, toxic, hypnosis, agility, quick-attack, rage, mimic, screech, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, crunch, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, giga-impact, nasty-plot, zen-headbutt, defog, cross-poison, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide, venom-drench, dual-wingbeat","Cuando ataque, seguirá chupando energía de su víctima, aunque pese tanto que ya no pueda volar.",False,False,90,70,cave,generation-i,https://pokeapi.co/api/v2/evolution-chain/17/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/42.png,2026-02-19T13:57:35.284319
43,oddish,True,5,54,64,"grass, poison","chlorophyll, run-away",run-away,45,50,55,75,65,30,74,"swords-dance, cut, headbutt, take-down, double-edge, acid, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, helping-hand, ingrain, secret-power, teeter-dance, tickle, bullet-seed, magical-leaf, natural-gift, gastro-acid, lucky-chant, worry-seed, seed-bomb, energy-ball, leaf-storm, captivate, grass-knot, venoshock, acid-spray, after-you, round, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, strength-sap, grassy-glide, tera-blast, trailblaze","Durante el día, se agazapa en el frío subsuelo huyendo del sol. La luz de la luna le hace crecer mucho.",False,False,255,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/18/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/43.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/43.png,2026-02-19T13:57:35.913987
44,gloom,True,8,86,138,"grass, poison","chlorophyll, stench",stench,60,65,70,85,75,40,78,"swords-dance, cut, headbutt, take-down, double-edge, acid, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, helping-hand, ingrain, secret-power, teeter-dance, tickle, bullet-seed, magical-leaf, natural-gift, fling, gastro-acid, lucky-chant, worry-seed, seed-bomb, drain-punch, energy-ball, leaf-storm, captivate, grass-knot, venoshock, acid-spray, after-you, round, petal-blizzard, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, strength-sap, pollen-puff, grassy-glide, tera-blast, trailblaze","¡Huele bastante mal! De todas formas, una de cada mil personas aprecian su fétido olor.",False,False,120,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/18/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/44.png,2026-02-19T13:57:36.581542
45,vileplume,True,12,186,221,"grass, poison","chlorophyll, effect-spore",effect-spore,75,80,85,110,90,50,86,"swords-dance, cut, headbutt, body-slam, take-down, double-edge, acid, hyper-beam, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, helping-hand, ingrain, secret-power, teeter-dance, weather-ball, aromatherapy, tickle, bullet-seed, magical-leaf, natural-gift, fling, gastro-acid, worry-seed, seed-bomb, drain-punch, energy-ball, giga-impact, leaf-storm, captivate, grass-knot, venoshock, sludge-wave, acid-spray, after-you, round, petal-blizzard, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, strength-sap, solar-blade, pollen-puff, grassy-glide, corrosive-gas, tera-blast, trailblaze","Cuanto mayores son sus pétalos, más tóxico es su polen. Le pesa la cabeza y le cuesta mantenerla erguida.",False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/18/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/45.png,2026-02-19T13:57:37.173972
46,paras,True,3,54,57,"bug, grass","effect-spore, dry-skin, damp",damp,35,70,55,45,55,25,86,"scratch, swords-dance, cut, headbutt, body-slam, take-down, double-edge, psybeam, counter, absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, dig, toxic, agility, rage, mimic, screech, double-team, light-screen, reflect, bide, skull-bash, leech-life, spore, flash, fury-swipes, rest, slash, substitute, thief, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, pursuit, sweet-scent, metal-claw, synthesis, hidden-power, sunny-day, rock-smash, facade, nature-power, brick-break, knock-off, secret-power, aromatherapy, bullet-seed, aerial-ace, natural-gift, worry-seed, seed-bomb, x-scissor, energy-ball, cross-poison, captivate, grass-knot, bug-bite, hone-claws, wide-guard, venoshock, rage-powder, after-you, round, struggle-bug, rototiller, fell-stinger, grassy-terrain, confide","Lleva en el lomo dos setas parásitas llamadas tochukaso, que crecen con él.",False,False,190,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/19/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/46.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/46.png,2026-02-19T13:57:37.932967
47,parasect,True,10,295,142,"bug, grass","effect-spore, dry-skin, damp",damp,60,95,80,60,80,30,80,"scratch, swords-dance, cut, headbutt, body-slam, take-down, double-edge, hyper-beam, counter, absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, dig, toxic, rage, mimic, screech, double-team, light-screen, reflect, bide, skull-bash, leech-life, spore, flash, fury-swipes, rest, slash, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, sweet-scent, synthesis, hidden-power, sunny-day, rock-smash, facade, nature-power, brick-break, knock-off, secret-power, aromatherapy, bullet-seed, aerial-ace, natural-gift, worry-seed, seed-bomb, x-scissor, energy-ball, giga-impact, cross-poison, captivate, grass-knot, bug-bite, hone-claws, venoshock, rage-powder, after-you, round, struggle-bug, confide, throat-chop",Parasect está dominado por una seta parásita mayor que él. Dispersa esporas venenosas.,False,False,75,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/19/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/47.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/47.png,2026-02-19T13:57:38.612832
48,venonat,True,10,300,61,"bug, poison","compound-eyes, tinted-lens, run-away",run-away,60,55,50,40,55,45,74,"headbutt, tackle, take-down, double-edge, supersonic, disable, psybeam, mega-drain, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, toxic, confusion, psychic, agility, rage, night-shade, mimic, screech, double-team, confuse-ray, reflect, bide, swift, leech-life, flash, psywave, rest, substitute, thief, snore, curse, protect, sludge-bomb, foresight, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, baton-pass, sweet-scent, morning-sun, hidden-power, sunny-day, facade, endeavor, skill-swap, secret-power, poison-fang, signal-beam, natural-gift, toxic-spikes, bug-buzz, energy-ball, zen-headbutt, captivate, bug-bite, venoshock, rage-powder, acid-spray, round, struggle-bug, confide, infestation, lunge, skitter-smack, tera-blast, pounce, psychic-noise",Sus grandes ojos son en realidad grupos de ojos diminutos. Por la noche se siente atraído por la luz.,False,False,190,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/20/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/48.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/48.png,2026-02-19T13:57:38.276112
49,venomoth,True,15,125,158,"bug, poison","shield-dust, tinted-lens, wonder-skin",wonder-skin,70,65,60,90,75,90,92,"razor-wind, gust, whirlwind, headbutt, tackle, take-down, double-edge, supersonic, disable, psybeam, hyper-beam, mega-drain, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, toxic, confusion, psychic, agility, rage, teleport, night-shade, mimic, screech, double-team, confuse-ray, reflect, bide, swift, dream-eater, leech-life, flash, psywave, rest, substitute, thief, snore, curse, protect, sludge-bomb, foresight, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, baton-pass, sweet-scent, hidden-power, twister, sunny-day, facade, endeavor, skill-swap, secret-power, poison-fang, air-cutter, silver-wind, signal-beam, aerial-ace, roost, natural-gift, tailwind, u-turn, toxic-spikes, air-slash, bug-buzz, energy-ball, giga-impact, zen-headbutt, defog, captivate, bug-bite, ominous-wind, venoshock, sludge-wave, quiver-dance, acid-spray, round, acrobatics, struggle-bug, confide, infestation, lunge, skitter-smack, tera-blast, pounce, psychic-noise","Lanza unas escamas que paralizan a cualquiera. Quien las toque, no podrá ni ponerse de pie.",False,False,75,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/20/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/49.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/49.png,2026-02-19T13:57:38.883525
50,diglett,True,2,8,53,ground,"sand-veil, arena-trap, sand-force",sand-force,10,55,25,35,45,95,82,"scratch, swords-dance, cut, sand-attack, headbutt, body-slam, take-down, double-edge, growl, earthquake, fissure, dig, toxic, agility, rage, mimic, screech, double-team, bide, fury-swipes, rest, rock-slide, slash, substitute, thief, snore, curse, reversal, protect, feint-attack, sludge-bomb, mud-slap, sandstorm, endure, charm, swagger, attract, sleep-talk, return, frustration, magnitude, pursuit, hidden-power, sunny-day, ancient-power, rock-smash, beat-up, uproar, memento, facade, helping-hand, endeavor, secret-power, astonish, rock-tomb, sand-tomb, aerial-ace, mud-shot, rock-blast, natural-gift, assurance, sucker-punch, earth-power, shadow-claw, mud-bomb, stone-edge, captivate, stealth-rock, hone-claws, smack-down, foul-play, round, echoed-voice, ally-switch, final-gambit, bulldoze, work-up, confide, throat-chop, stomping-tantrum, scorching-sands, tera-blast","Vive un metro por debajo del suelo, donde se alimenta de raíces. También aparece en la superficie.",False,False,255,70,cave,generation-i,https://pokeapi.co/api/v2/evolution-chain/21/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/50.png,2026-02-19T13:57:39.578538
51,dugtrio,True,7,333,149,ground,"sand-veil, arena-trap, sand-force",sand-force,35,100,50,50,70,120,83,"scratch, swords-dance, cut, sand-attack, headbutt, body-slam, take-down, double-edge, growl, hyper-beam, earthquake, fissure, dig, toxic, agility, rage, mimic, screech, double-team, bide, fury-swipes, rest, rock-slide, tri-attack, slash, substitute, thief, snore, curse, reversal, protect, sludge-bomb, mud-slap, sandstorm, endure, charm, swagger, attract, sleep-talk, return, frustration, magnitude, hidden-power, sunny-day, rock-smash, beat-up, uproar, facade, endeavor, secret-power, astonish, rock-tomb, sand-tomb, aerial-ace, mud-shot, rock-blast, natural-gift, assurance, sucker-punch, night-slash, earth-power, giga-impact, shadow-claw, mud-bomb, stone-edge, captivate, stealth-rock, hone-claws, smack-down, sludge-wave, foul-play, round, echoed-voice, ally-switch, bulldoze, work-up, rototiller, confide, high-horsepower, throat-chop, stomping-tantrum, scorching-sands, tera-blast","En combate, cava la tierra, se esconde y sale de repente para golpear a su rival. Nunca se sabe por dónde puede aparecer.",False,False,50,70,cave,generation-i,https://pokeapi.co/api/v2/evolution-chain/21/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/51.png,2026-02-19T13:57:41.661019
52,meowth,True,4,42,58,normal,"pickup, technician, unnerve",unnerve,40,45,35,40,40,90,109,"pay-day, scratch, cut, headbutt, body-slam, take-down, double-edge, tail-whip, bite, growl, water-gun, bubble-beam, thunderbolt, thunder-wave, thunder, dig, toxic, hypnosis, agility, rage, mimic, screech, double-team, defense-curl, bide, swift, skull-bash, amnesia, dream-eater, flash, fury-swipes, rest, slash, substitute, thief, nightmare, snore, curse, flail, spite, protect, feint-attack, mud-slap, zap-cannon, icy-wind, detect, endure, charm, false-swipe, swagger, attract, sleep-talk, return, frustration, pain-split, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, fake-out, uproar, torment, facade, taunt, helping-hand, assist, knock-off, endeavor, snatch, secret-power, hyper-voice, fake-tears, odor-sleuth, aerial-ace, covet, shock-wave, water-pulse, natural-gift, feint, u-turn, payback, assurance, punishment, last-resort, dark-pulse, night-slash, seed-bomb, power-gem, nasty-plot, shadow-claw, gunk-shot, captivate, hone-claws, foul-play, round, echoed-voice, retaliate, work-up, snarl, play-rough, confide, throat-chop, lash-out, tera-blast, trailblaze, chilling-water",Es de naturaleza nocturna. Le atraen los objetos brillantes.,False,False,255,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/22/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/52.png,2026-02-19T13:57:42.296593
53,persian,True,10,320,154,normal,"limber, technician, unnerve",unnerve,65,70,60,65,65,115,110,"pay-day, scratch, cut, headbutt, body-slam, take-down, double-edge, bite, growl, roar, water-gun, bubble-beam, hyper-beam, thunderbolt, thunder-wave, thunder, dig, toxic, hypnosis, agility, rage, mimic, screech, double-team, defense-curl, bide, swift, skull-bash, amnesia, dream-eater, flash, fury-swipes, rest, slash, substitute, thief, nightmare, snore, curse, spite, protect, feint-attack, mud-slap, zap-cannon, icy-wind, detect, endure, charm, false-swipe, swagger, attract, sleep-talk, return, frustration, pain-split, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, fake-out, uproar, torment, facade, taunt, helping-hand, knock-off, endeavor, snatch, secret-power, hyper-voice, fake-tears, aerial-ace, covet, shock-wave, water-pulse, natural-gift, feint, u-turn, payback, assurance, embargo, last-resort, dark-pulse, night-slash, seed-bomb, power-gem, switcheroo, giga-impact, nasty-plot, shadow-claw, gunk-shot, captivate, hone-claws, foul-play, round, echoed-voice, retaliate, work-up, snarl, play-rough, confide, throat-chop, skitter-smack, lash-out, tera-blast, trailblaze, chilling-water","Aunque es muy admirado por el pelo, es difícil de entrenar como mascota, porque es un poco travieso.",False,False,90,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/22/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/53.png,2026-02-19T13:57:42.883876
